,channel,subs,title,views,date,like,hate,review,urls,hashtag1,hashtag2,hashtag3
1298,세계일주 용진캠프[ DragonZin ], 11,세계여행 중 코로나로 동양인이라고 인종차별 당할 때 이렇게 하세요. [ 아프리카 대륙 여행 47편 ] - 세계일주 용진캠프, 12867,최초 공개: 2020. 8. 5, 158, 4,100,https://www.youtube.com/watch?v=LXNv2wwURPA,세계일주 ,세계여행 ,인종차별
1299,세계일주 용진캠프[ DragonZin ], 11,한국 방문을 앞둔 미녀 변호사가 한국인들에게 꼭 할 말이 있대요. [ 멕시코 여행 22편 ] - 세계일주 용진캠프, 39833,최초 공개: 2020. 8. 3, 496, 14,89,https://www.youtube.com/watch?v=dnEQqW77ipM,세계일주 ,세계여행 ,한국인
1300,세계일주 용진캠프[ DragonZin ], 11,세계에서 가장 무서운 공포의 놀이기구 직접 타봤습니다. [ 미국 여행 24편 ] - 세계일주 용진캠프, 4228,최초 공개: 2020. 8. 1, 114, 3,59,https://www.youtube.com/watch?v=alveBm1CbW4,세계여행 ,세계일주 ,놀이기구
1301,세계일주 용진캠프[ DragonZin ], 11,한국 사진 보여줬을 뿐인데 남미 모녀 반응 대박 ㅋㅋ 한국인 사위 구함 [ 멕시코 여행 21편 ] - 세계일주 용진캠프, 30700,최초 공개: 2020. 7. 30, 511, 21,102,https://www.youtube.com/watch?v=JaiT5Vr7otw,세계일주 ,세계여행 ,남미여행
1302,세계일주 용진캠프[ DragonZin ], 11,경상북도 여행 강추! 이곳 구독자님들 덕분에 잘 쉬고 갑니다. in 포항 [ 국토순례 전국일주 국내여행 12편 ] - 세계일주 용진캠프, 4858,2020. 7. 28, 112, 5,87,https://www.youtube.com/watch?v=3SU9h__uxMQ,경북힐링여행 ,경북여행영상 ,언택트관광경북
1303,세계일주 용진캠프[ DragonZin ], 11,칸쿤이 왜 세계 최고의 휴양지일까? 생방송 세계여행 중 만난 감동 이야기 [ 멕시코 여행 20편 ] - 세계일주 용진캠프, 31359,최초 공개: 2020. 7. 26, 326, 15,62,https://www.youtube.com/watch?v=Rc4UsetJO64,세계일주 ,세계여행 ,여행
1304,세계일주 용진캠프[ DragonZin ], 11,런던 바버샵에서 머리 깎아보니 feat. 손흥민 선수 극찬하는 이발사 [ 영국 여행 7편 ] - 세계일주 용진캠프, 4528,최초 공개: 2020. 7. 24, 85, 1,55,https://www.youtube.com/watch?v=a9b4rXx3LxI,세계일주 ,런던 ,바버샵
1305,세계일주 용진캠프[ DragonZin ], 11,한국인은 무료? 동남아 휴양지 섬 여행 완전 공짜로 했습니다. [ 말레이시아 여행 6편 ] - 세계일주 용진캠프, 11299,최초 공개: 2020. 7. 21, 230, 9,69,https://www.youtube.com/watch?v=9WmrJgWLjVw,세계일주 ,동남아 ,여행
1306,세계일주 용진캠프[ DragonZin ], 11,동남아 밤문화 한국인 혼자 다니면 정말 인싸 되나요? 직접 해봄 [ 말레이시아 여행 5편 ] - 세계일주 용진캠프, 33888,최초 공개: 2020. 7. 18, 448, 25,75,https://www.youtube.com/watch?v=pzINb0XRLT0,세계일주 ,동남아 ,밤문화
1307,세계일주 용진캠프[ DragonZin ], 11,한국어가 공용어가 돼버린 신기한 동남아 야시장 발견 [ 말레이시아 여행 4편 ] - 세계일주 용진캠프, 29972,2020. 7. 16, 524, 12,75,https://www.youtube.com/watch?v=kJAh7n0WfBE,동남아 ,야시장 ,한국어
